buyer_id,id_new_ip2_3m,id_new_ip3_3m,no_unique_umid_14d,no_unique_ip2_14d,no_login_14d,id_ip_same_seller_14d,id_ip3ua_same_seller_14d,avg_price_per_order_usd_14d,std_price_per_order_usd_14d,avg_dscnt_rate_per_order_14d,std_dscnt_rate_per_order_14d,avg_shpfee_per_order_usd_14d,std_shpfee_per_order_usd_14d,id_susp_paymethod_14d,no_acct_umid_3m,max_cancel_rate_14d,max_avg_price_seller_usd_14d,max_avg_dscnt_rate_seller_14d,max_avg_shpfee_seller_usd_14d
400027430118,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400027488580,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400027524706,0,1,3,2,12,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027540312,1,1,1,3,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027558945,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027560416,0,0,1,1,7,0,0,1.588869981333479,0.8311505289959873,0.5067851851851851,0.05817211678689163,0.3857141383827775,0.23138399038616594,0,0,0.2166172106824926,1.7006735701805777,0.6280264724039069,0.6745020301807131
400027590284,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027614551,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027624189,0,1,1,3,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027758687,0,1,6,3,18,0,0,13.613440178215658,6.280369834735101E-16,0.029249504679920012,0.02269362154910731,0.4696636861484414,2.7755575615628914E-17,1,10,0.1871345029239766,4.3263533178584925,0.6245694228304763,0.993604956270896
400027762029,0,1,2,2,3,0,0,0.6126048080197055,0.0,0.0,0.0,0.9529408124750974,0.0,0,0,0.2619047619047619,1.8152139689516444,0.011353905682992766,0.7088585424524357
400027776997,0,0,1,1,12,0,0,3.3121499953598743,2.4953435846669336,0.39449999999999996,0.10550000000000008,0.5955880077969359,0.017016800222769635,0,0,0.20771850170261066,2.3821027343601178,0.40037767144273184,1.1978208090896936
400027786067,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027802388,0,0,1,2,7,0,0,57.00415121527884,64.39912081601345,0.0,0.0,0.0,0.0,1,0,0.4349349331779359,20.86930276248109,0.1567182430911915,0.04279608805549391
400027802886,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027814827,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027830212,0,1,1,2,12,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027832790,0,1,1,2,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027855000,0,1,2,2,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027858501,0,0,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027884966,0,0,1,2,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027892233,0,0,0,1,2,0,0,6.126048080197055,0.0,0.6631736526946107,0.0,0.0,0.0,0,0,0.13224463656740315,6.430600890102043,0.580711692986627,0.833602485406223
400027908727,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027986671,0,0,1,1,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027988559,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400027998641,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028004974,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028020723,0,0,2,3,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028040332,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028068722,0,0,1,3,13,0,0,1.279345729814782,0.43003629082914135,0.5568355957767722,0.17905634088982075,0.8394954776566333,0.11230515176175992,0,0,0.226298671966754,2.115649867251621,0.7483238667747094,0.8444477911759726
400028106063,1,1,1,5,6,0,0,1.9397280405932835,1.2398585962736772,0.46146645870469405,0.04988175859215094,0.5071006466385339,0.037436960490093124,0,1,0.20449653193016024,4.060780979921517,0.6074902176683532,1.0133834920282228
400028134950,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028136559,0,0,1,1,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028140386,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028156096,0,0,2,1,7,1,0,56.18807895796694,55.10179449894622,0.41892214810697304,0.3277603915755666,0.23483184307422045,0.23483184307422045,0,1,0.7443431273218507,123.4168912444868,0.7773559701736679,0.9046471361931981
400028156919,0,0,1,3,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028178005,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028186584,0,0,1,1,13,0,0,1.9678227777610762,1.335995303647246,0.2576908843873493,0.305999156809693,0.5445376071286271,0.0,0,0,0.2098191214470284,6.2095617613007095,0.5405444164387837,0.7494319104672207
400028190182,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028210595,0,0,2,3,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028222560,0,0,1,3,28,0,0,2.4429318399808033,0.0,0.8670740740740741,0.0,0.0,0.0,0,0,0.2263282966417074,0.6329818439141452,0.7482832181927148,0.5653144584288273
400028230960,0,0,1,1,1,0,0,7.385223229481113,2.4845208997252515,0.1547619047619048,0.1547619047619048,0.017016800222769597,0.017016800222769597,0,1,0.13912866863003961,8.807547812420099,0.36526647727272726,0.9721254349543561
400028238592,0,0,1,1,17,0,0,2.551499025402073,1.192197023607238,0.27811111111111114,0.27811111111111114,0.5241174468613036,0.054453760712862675,1,0,0.19897557131599686,1.1144819776474841,0.6378619397866109,0.8079584971077223
400028246899,0,0,1,1,6,0,0,4.72699483308183,5.300022810742465,0.15374608990147784,0.2307224840011214,0.4330775656694862,0.1860345681177539,1,1,0.7360248447204969,87241.58850032995,0.40777799862209496,0.9634995279488663
400028254883,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028258286,0,0,4,2,13,0,0,24.322679785078677,17.070383067787507,0.05614035087719293,0.004962152850431953,0.4537813392738559,0.11230515176175994,1,0,0.20344827586206896,12.462978631708165,0.08844939990009451,0.5764790779980503
400028262324,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028270853,1,1,1,3,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028352745,0,0,1,2,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028410812,0,1,1,4,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028412441,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028424230,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028438566,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400028470221,0,0,1,2,13,0,0,16.068794282359104,11.221900322537888,0.32216229499900706,0.14247778936322567,0.0,0.0,0,1,0.10765835768011438,4.95318990254765,0.4021166296294491,0.7092229654546254
400028470422,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400028482677,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028502456,0,0,2,3,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028502456,0,0,3,3,15,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028504925,0,1,1,7,15,0,0,21.48652372555011,16.378079468888895,0.40283767076868204,0.2750898458343951,0.3131091240989606,0.22140158490175532,0,1,0.3404255319148936,47.31787062865536,0.5242410794205743,1.4917822425832765
400028546511,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028568608,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028582461,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028586358,0,0,1,2,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028600222,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028620053,1,1,3,2,22,0,0,2.334364654559533,1.143121816055547,0.5477458724702361,0.1944826768987571,0.5700628074627815,0.1897583061668773,0,0,0.5161290322580645,4.762925630549133,0.8298529558181558,1.2736833359333384
400028622551,1,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400028690348,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028728303,0,0,0,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028794685,0,1,2,3,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028826997,0,0,1,1,12,0,0,9.025710838156995,0.0,0.7184713375796178,0.0,2.450419232078822,0.0,0,0,0.16946640316205533,1.980304901266372,0.6721651406624352,0.4987230461729294
400028834668,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028900804,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028912050,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400028926881,1,1,1,2,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028948827,0,0,1,2,9,0,0,4.759031795634564,3.9225102156968354,0.46402631578947373,0.3462766381911598,0.1565545620494803,0.22140158490175527,0,0,0.15225144895229603,5.648374023348369,0.8103555792559933,0.9511142732648322
400028970544,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028974610,0,0,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400028978875,0,1,1,2,10,0,0,2.790755236534214,1.1571424151483325,0.19999999999999996,0.19999999999999996,0.9189072120295583,0.0,0,0,0.13149522799575822,8.092824467022067,0.3335312855682112,0.997976708919824
400028998525,0,0,2,2,7,0,0,13.61344017821566,0.0,0.6000000000000002,0.0,0.46966368614844145,0.0,1,2,0.16779737675260065,3.5379936483561725,0.5896865019951384,0.7540343155337426
400029008837,0,0,1,2,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029016602,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029022104,0,1,1,1,1,0,0,2.0420160267323517,1.3613440178215679,0.0,0.0,0.0,0.0,1,0,0.26123480252724846,87052.3334053445,0.0,0.0
400029044325,0,0,1,2,15,0,0,1.4855666594477859,0.0,0.7090000000000001,0.0,0.5445376071286271,0.0,0,1,0.1614824619457313,0.5046817545503595,0.4298638923595863,0.3954288707814638
400029050387,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029052173,0,0,1,4,5,0,0,3.9513010117271006,0.0,0.3170588235294117,0.0,0.5785712075741662,0.0,0,0,0.22956145100162426,3.2046981156077985,0.364795528141184,0.4155893069779114
400029056742,0,1,1,4,15,1,0,3.0330550239347693,2.5024803583124395,0.4664823804155817,0.1400808636308432,0.4210442569405277,0.3100593315499949,1,0,0.24259494821006725,5.961362423834004,0.6802226036738007,1.2507077688549717
400029078725,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400029108457,0,1,1,1,1,0,0,1.1571424151483325,0.0,0.317269076305221,0.0,0.9529408124750974,0.0,0,0,0.12759270898805783,1.5208165188150051,0.5262690979336899,0.7094619151785004
400029110171,0,0,1,2,14,0,0,7.99789610470171,0.0,0.5566037735849058,0.0,0.7001392283656322,0.0,1,0,0.23008849557522124,7.698310681168332,0.5550371773173516,0.6410451232928777
400029148294,0,1,1,4,8,0,0,4.086868186835165,0.5773425802323123,0.5427573839662448,0.21378594425585276,0.1565545620494803,0.22140158490175532,0,0,0.18123729305837932,5.425919498662494,0.6958948595894587,1.3305112355042004
400029168587,0,0,2,2,11,0,0,5.261740487167983,1.7832184537987665,0.41689376269988515,0.18539841817916247,1.2641051594057413,0.276746642701779,0,0,0.1727478996749862,9.686370351493663,0.6227697287503541,1.4845929469146224
400029228463,0,0,1,2,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029254412,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029256152,1,1,2,3,12,0,0,5.857182636677296,4.631973020637885,0.06196702671972709,0.06196702671972709,0.0,0.0,0,0,0.9720448902608837,16.689477681147658,0.14231206475990293,0.4226773053290441
400029296948,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029304191,1,1,1,2,10,0,0,\N,\N,\N,\N,\N,\N,\N,213,\N,\N,\N,\N
400029306453,0,0,1,2,5,0,0,2.783948516445106,0.0,0.18200000000000005,0.0,0.0,0.0,0,0,0.09707410445720537,1.5140375061891327,0.5010661650339668,0.5785662954297962
400029320921,0,1,2,2,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029342945,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029382548,0,0,1,8,48,0,0,2.166324886813031,0.7784224310106354,0.1538473736169085,0.24308104571913125,0.8463021977457412,0.2612299002479807,0,0,0.28051001821493626,5.277819084522108,0.683530628592815,1.49418908853996
400029398100,0,0,1,1,11,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029408901,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029528563,1,1,1,3,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029568369,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029674459,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029692446,0,0,1,2,7,0,0,0.8166702762911585,0.0,0.0,0.0,0.6806720089107838,0.0,0,0,0.08068386322735453,1.099098588764119,0.19483676330669297,0.43859893526184823
400029738418,0,0,2,2,10,1,1,3.879830450791468,0.27226880356431343,0.5436781609195404,0.004022988505747098,2.5797469137718707,1.0863917622454065,0,1,0.19291819291819293,4.177888688877779,0.4915252458176273,1.5448896591471022
400029762803,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029776591,0,0,1,3,5,0,0,9.277389313451756,4.20841785159589,0.19971063199346642,0.229428108643262,0.3709662448563772,0.2163477192271084,1,0,0.2881477934877843,7.153320260072537,0.5614685704338594,0.9059660366992326
400029800870,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029804509,0,1,1,3,11,0,0,24.07686643359403,40.336685343302825,0.3884221774387425,0.27186399676557527,0.3920670771326115,0.19805567142300284,1,0,0.3616822429906542,82.68108806338216,0.7191735702870207,2.6882338327251967
400029866500,0,0,1,1,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029868453,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029870269,1,1,1,2,14,0,0,2.236493743564004,2.08264932988561,0.22247588176275374,0.27851732313476424,0.2012844369207604,0.23242324767976652,0,1,0.4349865622522086,20.86713943133988,0.46434232043934415,1.0233449966941404
400029948178,0,1,1,5,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029978096,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029986041,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400029994385,0,0,2,4,7,0,0,3.070511432196546,2.1025958355254115,0.5256,0.09439999999999997,0.27226880356431354,0.27226880356431354,0,0,0.19280780170662332,4.335025771880574,0.6726192569867261,1.1457127450177556
400030016602,0,1,1,4,12,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030058918,0,0,1,5,10,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030092440,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400030132936,0,0,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030174957,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030176606,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030226372,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030244614,1,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030254978,0,1,1,1,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030270273,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400030284989,0,1,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030290081,0,0,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030336914,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030356479,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030376353,0,1,1,2,3,0,0,2.150923548158077,0.0,0.39230769230769236,0.0,0.884873611584019,0.0,0,3,0.12044817927170869,0.725953741522108,0.3069257420180293,0.520596311940181
400030412887,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030442103,0,0,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030448289,0,0,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030474632,0,0,2,3,17,0,0,8.366820333531354,1.1625877912196194,0.501286287625418,0.030486287625418038,0.3403360044553919,0.0,1,0,0.6036036036036037,9.234970449602436,0.5877111161154562,1.4216035609895235
400030510646,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030580937,0,0,1,1,14,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030604381,0,0,2,4,24,0,0,45.233207512155005,36.27556387488909,0.02101000000000003,0.02101000000000003,0.0,0.0,1,0,0.6875960061443932,87195.11254206771,0.033287411299297236,0.7733431802777565
400030604725,1,1,3,2,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030612083,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030612605,0,0,1,1,6,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400030676473,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030694694,0,0,1,3,8,0,0,5.8878128770782805,0.0,0.47575757575757577,0.0,0.06806720089107839,0.0,0,0,0.24816386486045372,1.2930730086813504,0.5372043637406456,0.4373786415858588
400030698498,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030710327,0,0,1,3,4,0,0,1.1571424151483325,0.0,0.5952380952380953,0.0,0.4696636861484409,0.0,0,1,0.11531421598535692,1.281949960393736,0.5059842529228626,0.4932219906900849
400030740678,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030740814,0,0,1,1,1,0,0,9.508987964483651,0.0,0.19712643678160918,0.0,1.9739488258412732,0.0,0,0,0.21074154852780808,10.538948198226294,0.48762600550953367,2.1553141740934776
400030840418,0,0,1,4,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030876742,0,1,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030884080,0,1,1,1,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030884917,1,1,1,4,12,0,0,\N,\N,\N,\N,\N,\N,\N,14,\N,\N,\N,\N
400030884917,1,1,2,5,15,0,0,19.188143931194997,0.0,0.0,0.0,0.0,0.0,1,9,0.4348224956063269,20.873691949154203,0.0,0.0
400030906470,0,1,1,3,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400030948873,0,0,1,2,25,0,0,2.344125491167314,1.801098751945464,0.46522330675860085,0.27082691338294584,1.2796633767522736,0.6534451285543526,0,0,0.9720265827393306,2.5071558533966307,0.7977185206341906,0.9081399191350495
400030972858,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031002141,0,1,1,3,6,0,0,7.351257696236466,0.0,0.0,0.0,2.790755236534214,0.0,0,0,0.18286445012787725,1.5499430789078943,0.039320321915411745,0.5494669172552946
400031122559,0,0,1,1,3,0,0,0.4764704062375487,0.0,0.7083333333333334,0.0,0.4696636861484409,0.0,0,0,0.08857418731895719,0.19554065667853376,0.6736799402973263,0.2004477520462478
400031238440,0,0,2,3,26,0,0,5.792498375670505,6.776990847029666,0.3670397881582779,0.2619011555230095,0.45741158998804676,0.14231743251783777,0,0,0.426917510853835,7.158480694249561,0.7166392396516,1.2622923896232285
400031284544,0,1,1,1,1,0,0,1.4973422852019425,0.0,0.0,0.0,0.4696636861484409,0.0,1,0,0.1095257731958763,2.2491433780365044,0.056687478846908425,0.35728142431708393
400031292316,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031316207,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031318029,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031318421,0,0,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031366934,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400031376556,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031392815,0,1,1,1,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031408804,0,0,1,3,7,0,0,4.903107370854013,3.608247961894034,0.03581426202321727,0.0263567062123887,0.0,0.0,0,0,0.2884522168097957,7.146910743616461,0.15671509517128404,0.04286736087435999
400031408804,0,0,2,3,9,0,0,4.903107370854013,3.608247961894034,0.03581426202321727,0.0263567062123887,0.0,0.0,0,0,0.2884587275629156,7.146910743616458,0.15671509517128404,0.04286736087435999
400031426427,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031466925,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400031488401,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031506581,0,0,1,3,9,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031534041,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031596284,1,1,1,4,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031618825,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031620918,1,1,1,3,9,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031670892,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031690177,0,0,1,1,5,0,0,51.75869094398112,74.36352796654529,0.2079002035112016,0.29671454449392226,0.27226880356431354,0.27226880356431354,1,0,0.7458672264497507,87326.57201882784,0.5604338706326282,1.2367928939698227
400031696218,0,0,2,5,20,0,0,7.687521013171875,8.528441808026091,0.3907440852095399,0.19639155495156824,1.239390282891719,0.44210034152567634,0,0,0.33816425120772947,37.415517590151374,0.6519723197606785,0.9353949042380251
400031710464,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031720347,0,0,4,3,11,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031720409,0,0,1,1,6,0,0,0.7147056093563231,0.0,0.5882352941176471,0.0,0.4696636861484409,0.0,0,0,0.13194959229058562,1.1231880456455146,0.7636350657131428,0.46145941212015806
400031746613,0,0,1,1,15,1,0,3.124284520900498,0.43563008570290174,0.29994172494172494,0.0923659673659673,0.0,0.0,0,0,0.1247429746401645,4.3277270096864635,0.4690992254016117,0.9380050599510913
400031750776,0,1,1,1,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031754815,0,1,1,1,5,0,0,1.7536833637577434,1.4741139811396515,0.5124222685407871,0.15460848335661612,0.4996132545405153,0.03668058028858486,0,0,0.3335122802308415,3.933991048171911,0.6097941981014541,0.9168611879419449
400031772246,1,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031778743,1,1,1,3,7,0,0,3.0323937996975423,0.7657560100246319,0.5210701720093823,0.21857017200938234,0.5071006466385339,0.037436960490093124,0,0,0.11813013265950727,2.4171556477971583,0.7116129852577499,0.5183225041381353
400031816892,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031860113,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031872563,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031896089,0,0,2,2,8,0,0,2.062300052597893,1.9499100464340238,0.347639176954526,0.2669011409792728,0.44058042758588917,0.1422200570683132,0,0,0.3104862092341367,6.144688571220608,0.8250899052176006,1.7759606605186822
400031930721,0,0,1,4,14,0,0,1.6259552612856347,1.337258237710457,0.4201672322775264,0.3089580575311502,0.42967420562493236,0.1654550232510768,0,0,0.30000704572676673,2.356967055788549,0.7810912297312049,0.8290801944008357
400031984058,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400031992848,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400032004753,0,0,2,4,10,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400032034804,0,0,1,2,11,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
