buyer_id,label,id_new_ip2_3m,id_new_ip3_3m,no_unique_umid_14d,no_unique_ip2_14d,no_login_14d,id_ip_same_seller_14d,id_ip3ua_same_seller_14d,avg_price_per_order_usd_14d,std_price_per_order_usd_14d,avg_dscnt_rate_per_order_14d,std_dscnt_rate_per_order_14d,avg_shpfee_per_order_usd_14d,std_shpfee_per_order_usd_14d,id_susp_paymethod_14d,no_acct_umid_3m,max_cancel_rate_14d,max_avg_price_seller_usd_14d,max_avg_dscnt_rate_seller_14d,max_avg_shpfee_seller_usd_14d
400200006405,0,0,1,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400200054059,0,1,1,1,2,5,0,0,0.4523483931189395,0.0,0.56,0.0,0.4729096837152549,0.0,0,0,0.8072289156626506,0.4725925363412548,0.5950168807339448,0.6348612743798517
400200258160,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400200258286,0,0,1,2,4,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400200495376,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400200672811,0,1,1,1,1,21,0,0,27.12481568939669,9.315475515512762,0.21461043497020127,0.06415398578753317,0.0053487962788682526,0.01852877382867033,0,0,0.11594619216848187,15.134131550002223,0.295070894143832,0.49775637043577997
400200720464,0,1,1,3,1,6,0,0,0.4112258119263086,0.0,0.92,0.0,0.2056129059631543,0.0,1,0,0.2715170072555415,3.519788502288828,0.4674008090465405,1.00295648512152
400200837028,0,0,1,1,5,6,0,0,1.0053696481546528,0.029620942839911707,0.8026477146042363,0.017865105908584145,0.4809047190479795,0.0,0,0,0.3513203214695752,1.1977828119255343,0.8056196558976677,0.9273251739687306
400200849938,0,0,0,2,3,7,0,0,5.0899615379174366,1.5708622041832492,0.41136997538966363,0.234439289706676,0.5575706887512806,0.41036091576041867,0,0,0.2392586352148273,5.882045318927129,0.665409148084621,1.0978340190286477
400201047810,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400201311517,0,0,0,1,3,7,0,0,1.2268236722468207,0.0,0.7283763277693476,0.0,0.5483010825684115,0.0,0,0,0.20485949599146305,1.1444978794055995,0.7806312102459133,0.4172693871517378
400201680676,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400201785113,0,0,0,1,2,3,0,0,5.749827839988968,0.0,0.7568318840579711,0.0,0.0,0.0,0,0,0.18534212178279974,5.659001314759865,0.7437834765767322,0.5946101567353719
400202055801,0,0,0,1,3,3,0,0,1.4078659890969836,0.0,0.6259259259259259,0.0,0.4809047190479795,0.0,0,0,0.22251011122345804,1.054848541600132,0.6159867519263766,0.6211401084776978
400202061284,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400202472039,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400202562321,0,0,0,1,2,3,0,0,3.113962600339808,0.0,0.3617285714285714,0.0,0.975748705314741,0.0,0,1,0.4198895027624309,4.289368124216391,0.2888089448420061,0.5858866693188276
400202685146,0,0,0,1,2,4,0,0,8.15447132298748,2.7181571076624933,0.0,0.0,0.0,0.0,0,1,0.16402551965424986,3.457941785059108,0.05103219204681415,0.8203350146436835
400203021378,0,0,0,1,2,8,0,0,0.8931319549353425,0.49868394929586474,0.2542244444444445,0.1615019688447814,0.47914217705616774,0.045255071479589,0,0,0.12829963885476003,2.097743264097354,0.4059426127907255,0.5518274655723184
400203060096,0,0,0,0,3,13,0,0,2.976869907243087,1.6874876895057507,0.7856635714285714,0.16808642857142855,0.7666596970330108,0.38332984851650537,0,0,0.375,9.449257870971287,0.8915292196106834,0.9201940826976795
400203060096,0,0,0,0,2,19,0,0,3.108718622770869,1.390387704585172,0.5520776010781671,0.35771521643482246,0.6965314023561066,0.32832474361680297,0,0,0.38154613466334164,9.520997809948696,0.8972786619708079,0.9188367726379221
400203069041,0,0,0,0,4,12,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400203105031,0,0,1,1,1,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400203312612,0,0,1,1,4,12,0,0,6.371268554655496,3.818387577368625,0.47749278690337166,0.228001672726307,1.637863898206887,1.3217665194491668,0,0,1.0,7.161551629736824,0.7225381120252974,1.0824608339713853
400203363310,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400203678833,0,0,1,1,4,16,0,0,2.462378273495324,2.1199638586278597,0.40317264957264964,0.2147970900332926,0.11820839776298839,0.23641679552597678,0,0,0.1638930163447251,5.633399142680572,0.5585092668667032,0.9463518341312617
400203837066,0,0,0,0,1,2,0,0,2.2617419655946973,0.0,0.0,0.0,2.6044301421999547,0.0,0,0,0.11126500461680518,0.870101741430201,0.023340581433517346,0.2943363280572109
400203894416,0,0,0,1,7,12,0,0,7.106238428135071,2.4662730429296515,0.35153413654618476,0.16483748382651578,0.48787435265737056,0.0985655037517211,0,1,0.20782865583456425,6.463767057709567,0.45677080332824116,0.7452427713667944
400204062445,0,0,0,1,1,20,0,0,2.0903978772920686,0.0,0.5933333333333334,0.0,0.9595268944947201,0.0,0,0,0.14132762312633834,1.6157423875430534,0.5327947737633592,0.46509487819008516
400204200452,0,0,0,1,1,4,0,0,0.8923904635133911,0.0,0.19968749999999993,0.0,0.6272170380023835,0.0,0,0,0.1222879684418146,1.0706536773428144,0.22818116685989895,0.5796712282186244
400204503381,0,0,0,1,1,6,0,0,2.3696754271929423,0.0,0.24444444444444452,0.0,0.5575706887512806,0.0,0,0,0.10771992818671454,3.1857636366865396,0.2574552495767458,0.5551802988045333
400204602903,0,0,0,1,4,67,0,0,3.609752248001678,5.090487254257175,0.37344784447897317,0.2456453921497732,0.718521633461302,0.29952728522410454,0,0,0.18023378692549058,2.349507929100228,0.6394737161282016,0.8359048235130043
400204602903,0,0,0,1,4,68,0,0,3.609752248001678,5.090487254257175,0.37344784447897317,0.2456453921497732,0.718521633461302,0.29952728522410454,0,0,0.1806521528159674,2.34532646387524,0.6395161455418878,0.8256146920808257
400204617086,0,0,0,1,2,2,1,0,5.568737253903415,0.0,0.3608,0.0,0.0,0.0,0,0,0.18028169014084508,5.562148335085177,0.3924150843561612,1.7478238267802204
400204743918,0,0,0,1,3,6,0,0,1.5681675621129767,0.0,0.0,0.0,0.41817801656346043,0.0,0,0,0.09825224374114312,0.7672444360491459,0.010200996585869026,0.14031753269070152
400205025803,0,0,1,1,1,1,0,0,10.430152743793094,0.0,0.0,0.0,0.5562748130022983,0.0,0,0,1.0,11.995134512227937,0.004982032719306439,1.8252983193895338
400205421982,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400205511914,0,0,0,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400205517196,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400205688564,0,1,1,0,4,12,0,0,6.365831017697434,2.131082561053026,0.24720833333333334,0.25112032999916367,0.3461584692664201,0.24676396564502712,0,0,0.28963093145869945,6.831831470551983,0.609046011924764,1.516942048336467
400206792327,0,0,0,1,1,3,0,0,1.041772056879982,0.02056129059631534,0.5522943722943723,0.02199134199134198,0.6168387178894629,0.0,0,0,0.13368016285908166,1.450657054135456,0.5723730407457102,0.39663722410501595
400207128186,0,0,0,2,2,15,0,0,2.5358925068789033,1.5763656123841832,0.03333333333333337,0.03333333333333337,2.7757742305025834,0.03426881766052581,0,0,0.21856540084388185,5.120208151523384,0.12261039294413643,2.1422442151368695
400207257428,0,1,1,1,3,5,0,0,1.1612160208357443,0.7502476341685407,0.15199389692585896,0.2108746960509712,0.4489215113528868,0.19300373343884672,0,0,0.6803788386109251,4.861617809250842,0.7218413664925067,1.5331783830633952
400207551535,0,0,0,1,2,11,0,0,2.3836146944117247,0.0,0.3781818181818181,0.0,0.0,0.0,0,1,0.14710319855159928,2.2264020834892766,0.43357270077210164,0.6563246107067982
400207734471,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400207830546,0,0,0,1,4,6,0,0,2.9134893330995375,0.0,0.16199999999999998,0.0,0.0,0.0,0,0,0.1464633184328162,2.9019440463675,0.42216738809380744,0.7999010418390604
400208121498,0,0,1,1,1,2,0,0,1.9764305775275106,0.0,0.4843636363636364,0.0,0.4878354740018538,0.0,0,0,0.13770787869666642,1.0788815957459077,0.6415864913714849,0.40755244807034613
400208151025,0,0,0,1,1,4,0,0,0.5680251391653671,0.0940900537267786,0.618125,0.211875,0.6621151928921457,0.03484816804695501,0,0,0.2639647577092511,1.4002858209466638,0.6293929360462572,0.6917255133358495
400208304232,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400209177595,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400209330348,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400209423260,0,0,1,1,2,3,0,0,3.1502743914447353,0.0,0.0,0.0,0.5924188567982356,0.0,0,0,0.14414414414414414,3.533137397384263,0.05579184870024716,1.1106423204532787
400209486671,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400209537208,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400209570025,0,0,0,1,2,5,0,0,0.9937957121552458,0.0,0.42000000000000004,0.0,0.4729096837152549,0.0,0,0,0.14717821133953124,1.8258620725972772,0.48132475476785935,0.40502831762063557
400209654826,0,0,0,2,2,9,0,0,5.84183239026796,3.6504366314820573,0.43610265589510055,0.2591796406351089,0.9807270150357349,0.20652486526827088,0,0,0.2553763440860215,11.034018696501962,0.819681655471105,1.5774190779550386
400209897426,0,0,0,0,1,11,0,0,5.620086096326217,0.2056129059631544,0.5778233271621265,0.025191748214758003,1.096602165136823,0.1713440883026285,0,0,0.19761499148211242,9.255854003561085,0.6786416770561258,1.3697186187231842
400209960217,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400210146083,0,0,0,1,1,1,0,0,2.4976739103803194,0.0,0.2816,0.0,0.0,0.0,0,0,0.22424242424242424,3.2413891254017297,0.4973781825892142,0.5743586333566613
400210311889,0,0,0,2,1,4,0,0,25.34527116741722,0.0,0.0013698630136986087,0.0,0.0,0.0,0,1,0.2801845392145831,14.17559464552569,0.011093870099782646,1.9773965534510412
400210614855,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400210836977,0,0,0,0,4,5,0,0,1.2585717644177,0.8274587843409187,0.29333333333333333,0.29333333333333333,0.5562748130022983,0.0,0,0,0.23993982700263256,1.845137109156234,0.6310807623789305,0.963329265367581
400210836977,0,0,0,0,5,19,0,0,1.1777617792741562,0.6101509321614434,0.478958814661543,0.30717183181091434,0.5368977924875048,0.0291407392530563,0,0,0.2638706858890345,1.8522410182348108,0.7363305323637316,0.9329601273704002
400210836977,0,0,1,0,6,25,0,0,1.1777617792741562,0.6101509321614434,0.478958814661543,0.30717183181091434,0.5368977924875048,0.0291407392530563,0,0,0.26238690219732874,1.8574414812586615,0.7359447906625699,0.9348999112327957
400211508763,0,0,0,1,3,5,0,0,0.4878743526573705,0.0,0.611111111111111,0.0,0.4809047190479795,0.0,0,1,0.11840557202691891,0.40020745489320797,0.5224567894683104,0.31742452654177855
400211592958,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400211631244,0,0,0,1,1,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400211652721,0,0,0,6,2,9,0,0,0.43504452989818665,0.23292515522584745,0.07062651050381111,0.05058561070831007,0.975748705314741,0.0,0,0,0.15342828847722242,1.1769683455062783,0.0744676397023132,0.31298660877422557
400211715483,0,0,0,3,3,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400211799923,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400211805209,0,1,1,1,3,7,0,0,3.420028002520467,0.0,0.6693174287607687,0.0,0.0,0.0,0,0,0.3039832285115304,2.417350590431856,0.754657496881908,0.6395008528179239
400212198134,0,0,0,1,2,10,0,0,2.672899239885685,0.0,0.22002000000000008,0.0,0.0,0.0,0,0,0.11096938775510204,3.8290084406329443,0.13879968214801108,0.3423973480277153
400212231344,0,0,0,1,2,19,0,0,4.874097104167444,2.4462674854517736,0.5206519607843137,0.19005782687568795,0.18585689625042687,0.2628413433379229,0,0,0.14275909402882636,3.6486478913556306,0.6860410679177976,1.0726754445089695
400212231344,0,0,0,1,2,53,0,0,3.849650988021088,1.7907371522249773,0.5252124583786684,0.1407187143540301,0.37984503171180994,0.32694193937832533,1,0,0.16833310505410218,4.033649706491077,0.6875823492080669,1.069583754376551
400212243013,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400212489620,0,0,0,1,1,2,0,0,19.02709975363745,0.0,0.4699029126213592,0.0,3.5893613088363687,0.0,0,0,0.22710951526032316,15.358609646510372,0.541264599782774,2.0369016549352583
400212573655,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400212732102,0,0,0,1,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400212753837,0,0,1,2,3,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400212828713,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400212873676,0,0,0,1,1,2,0,0,20.856828770004924,0.0,0.0,0.0,0.9387137469413784,0.0,0,0,1.0,27.130398124151384,0.0,1.359256253037202
400212951755,0,0,0,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400212981222,0,0,0,1,1,2,0,0,1.1369365635232618,0.4049546182944324,0.4116142857142857,0.054385714285714315,0.8567204415131429,0.03426881766052578,0,0,0.1922762688559871,1.4101143339845392,0.6196803548374737,0.6794909873289761
400213527865,0,1,1,1,1,8,0,0,5.184591949985944,1.5393288367062632,0.3118492953695715,0.1748421762718793,2.414357822100699,0.16555016716236504,0,0,0.1696969696969697,2.11298652702691,0.605211431654397,0.9601453573163391
400213545261,0,1,1,2,1,2,0,0,2.901198103140107,0.0,0.27641025641025635,0.0,0.0,0.0,0,0,0.15863787375415284,8.43916954806085,0.021896469047391565,0.9669922795472211
400213608274,0,0,0,2,3,6,0,0,1.4042692573053364,0.0,-0.007500000000000052,0.0,0.0,0.0,1,0,0.13300167635284849,23.16538126436864,0.002224255510228038,4.68499266023296E-5
400213734576,0,0,0,0,2,5,0,0,1.713440883026286,0.0,0.7219132369299222,0.0,0.5825699002289372,0.0,0,0,0.15086955042031105,2.2467228085928816,0.701979815068619,0.6346155822944661
400214142491,0,0,0,0,1,4,0,0,2.0164961971333315,0.0,0.6179183135704875,0.0,0.6953435162528729,0.0,0,0,0.22145481263776634,1.876419197503877,0.66720000550322,0.5473602611911069
400214196622,0,0,0,3,2,8,0,0,2.5414805519042503,0.37200878119528713,0.5803838383838384,0.0036161616161616283,0.4797870262144823,0.0,0,0,0.19591786005275297,2.4741957849597056,0.6213046667196951,0.5017486305689158
400214214511,0,0,1,2,1,11,0,0,1.26725363102752,0.6051384381353742,0.36678571428571427,0.36178571428571427,0.6272670248451907,0.0,0,0,0.14567057291666666,1.6550280310971826,0.8173842641927455,0.536815106368158
400214214511,0,0,0,3,1,12,0,0,1.26725363102752,0.6051384381353742,0.36678571428571427,0.36178571428571427,0.6272670248451907,0.0,0,0,0.145312748686933,1.6564723945339446,0.8163687088929499,0.5334694085072391
400214241524,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400214580276,0,0,1,1,1,7,0,0,9.6877907170535,0.0,0.5,0.0,0.0,0.0,0,0,0.12033960871170174,4.342586774619031,0.4333419510715156,0.6542119664695148
400214628346,0,0,1,1,1,7,0,0,1.096602165136823,0.0,0.0,0.0,1.5078279770631315,0.0,0,0,0.18086873961547592,1.1010402766506124,0.11366721382501228,0.8377832773705036
400215075660,0,0,1,1,3,4,0,0,7.0593764380682975,0.0,0.31333333333333335,0.0,1.9190537889894401,0.0,0,0,0.12683284457478006,1.9049058232697973,0.5131666595619031,0.5466855832641063
400215210615,0,1,1,1,1,1,0,0,4.386408660547292,2.330279600915749,0.009999999999999993,0.009999999999999993,0.0,0.0,0,0,0.9690058156714649,7.086935585648871,0.15529185966749426,0.029717697409532163
400215369584,0,0,0,2,1,2,0,0,3.882085920430791,0.0,0.06856187290969903,0.0,0.06969633609391007,0.0,0,0,0.15467820443482963,2.051327592946371,0.055211755951968124,0.827575301563601
400215375431,0,0,0,1,2,10,0,0,1.4953348908948407,0.1600145762854538,0.5736083626999187,0.21104067249144312,0.7318115289860557,0.18107639282407317,0,0,0.18099787685774946,1.6223866503847097,0.664436425862029,0.8834192285598371
400215567101,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400215582856,0,0,0,1,5,9,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400215645934,0,0,0,1,3,17,0,0,22.811994133385284,19.780203513300194,0.41458305208305213,0.10208361458361459,2.2302827550051223,0.0,0,0,0.42446292446292444,46.03357101233798,0.5676375745802278,2.1992354649126633
400215915616,0,0,0,1,1,6,0,0,11.472016921057598,0.3206031460319867,0.4318169336384439,0.2739221967963386,1.0454450414086511,0.06969633609391004,0,1,0.1968400263331139,10.052536717769977,0.4361331964392939,1.820787183180792
400215984322,0,0,0,1,7,18,0,0,2.3113719189624025,1.200651437602629,0.31133004999506736,0.26879866965053784,0.36836432120822815,0.2701164042551869,0,2,0.9640832614322692,4.020817048103047,0.701672594923399,1.101823134555261
400216086767,0,0,0,1,2,5,0,0,1.4941052640744423,0.45911467307987763,0.31773333333333326,0.30773333333333336,0.7305966454713848,0.3124186289079245,0,0,0.21279735552800896,1.7437587696834795,0.6918742052362526,0.41216090732919136
400216218388,0,0,1,1,2,6,0,0,1.0631900679178103,0.4446379091453212,0.6194999999999999,0.01949999999999999,0.5483010825684115,0.06853763532105141,0,1,0.16340750730501236,1.6327405300773918,0.6891382615662488,0.6291288977990007
400216401419,0,0,0,1,1,25,0,0,3.2564972046444383,1.9081595393023882,0.6188143401426719,0.1187509600688347,0.10280645298157715,0.14539028010601832,0,0,0.16807777648020553,2.7413031678310484,0.7035813287578461,0.9062114504190297
400216494994,0,0,0,0,1,1,0,0,1.812104738441662,0.0,0.6578947368421052,0.0,0.6272670248451907,0.0,0,0,0.17732558139534885,2.2938206785097717,0.6315515542477798,0.7594995471695848
400216548757,0,1,1,1,2,6,0,0,7.339024190688731,0.0,0.4681818181818182,0.0,0.4809047190479795,0.0,0,0,0.12820103709613084,9.274847501726093,0.4312669185233129,1.6367163250532104
400216698916,0,1,1,1,3,13,0,0,2.9074471569645484,1.2919217443963706,0.4065441087636267,0.20134772909840143,0.3452481340293119,0.34871941435919845,0,0,0.3476776662873694,4.476049970333969,0.6558610768520037,0.8939329255073075
400216737450,0,0,0,1,3,13,0,0,1.0463183866896115,0.15392867637126684,0.46571428571428575,0.33276413987855674,0.4729096837152549,0.0,0,0,0.13421135152085292,1.3411630060412407,0.796609825979563,0.47758168355088026
400216818796,0,0,1,1,4,5,0,0,9.300557113066679,0.0,0.42008547008547004,0.0,1.6106344300447086,0.0,0,0,0.2647814910025707,10.137829719161742,0.3175823937575787,0.8064846714914112
400216911979,0,1,1,1,2,8,0,0,4.390869173916334,0.0,0.4,0.0,0.940900537267786,0.0,0,2,0.23876944590106625,3.5099935348873603,0.5408349148233006,0.8880829677163931
400217148076,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400217298147,0,0,0,1,1,5,0,0,0.7509709975531027,0.0,0.4600000000000001,0.0,2.155564900383906,0.0,0,0,0.16037565468665343,0.3085118993622211,0.449686408616473,0.28553075143613393
400217424777,0,0,1,1,1,4,0,0,1.254434076004767,0.0,0.09999999999999995,0.0,0.6272170380023835,0.0,0,0,0.12641605581905843,6.782617442792513,0.18487179800338244,1.5018002999302116
400217562929,0,0,1,0,3,16,0,0,5.752740689490112,4.3819879830690835,0.3971356932153392,0.2695309734513274,0.7470602249994607,0.19875914243104917,0,0,0.18557758031442242,6.580262348168931,0.6890164814693185,0.801024372781609
400217652857,0,0,0,1,2,2,0,0,1.0767225819040915,0.5888871079022377,0.41709739535826496,0.025793047532177996,0.5575262560021186,0.0,0,0,0.14161656646626586,1.6324532867075499,0.4310945662767834,1.021095084437907
400217655149,0,0,0,0,1,4,0,0,2.18853464968487,0.0,0.6725651720542232,0.0,1.3939267218782014,0.0,0,0,0.21726541554959786,1.857462749088054,0.6617407842700305,0.7401900945757502
400217655149,0,0,0,0,2,19,0,0,1.3002923753928723,0.0,0.6252505010020041,0.0,0.9734809227540221,0.0,0,0,0.1270462117919745,1.2567077008365817,0.6421093591802771,0.5780982029582663
400217751115,0,0,0,6,3,15,0,0,17.63701815595057,9.110494059067081,0.3507491408934708,0.2569215494301978,1.0737562866964725,1.3293867276132867,0,0,0.2512801755669349,19.652250586585915,0.5663511973868807,4.271205611986799
400217916257,0,0,0,2,1,9,0,0,0.4878743526573705,0.0,0.0,0.0,0.6272670248451907,0.0,0,0,0.0625,1.3366994112426007,0.0,0.8613421699872824
400218042880,0,1,1,2,1,15,0,0,1.1968626135555334,1.009857515388488,0.31620536522301224,0.30205924650140736,0.4905193065979533,0.46910828652471875,0,0,1.0,4.4059696393884895,0.7796186659993459,2.0847461824353664
400218117120,0,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400218318690,0,0,0,1,1,2,0,0,1.4289309258996539,0.0,0.0,0.0,1.0430152743793095,0.0,0,0,0.09230769230769231,1.1320008134301303,-0.00884441823513031,0.6204495334572652
400218324801,0,0,0,2,3,8,0,0,18.119603320068855,0.0,0.0,0.0,0.0,0.0,0,0,0.2255509641873278,4.955538407777478,0.0050764201430971686,1.2137214363797242
400218450244,0,0,0,1,1,12,0,0,1.1540319330429631,0.5795045444578373,0.5676551232551232,0.21751022000152564,0.6272670248451907,0.0,0,0,0.18753610629693818,2.9855101076010913,0.6516381599662202,0.8695640119130308
400218579350,0,0,0,1,1,5,0,0,0.7333526979352504,0.3563957036694675,0.34099999999999997,0.34099999999999997,0.5483010825684115,0.0,0,0,0.2000677539563471,1.082742631304334,0.6683129250061891,0.561333087356749
400218864447,0,0,0,2,1,16,0,0,9.509507489325278,6.959048409808075,0.48752490105013313,0.1870464155860853,2.8385416881883376,0.4507942140964311,0,0,0.15336520779698418,7.778511345931834,0.7445774561241582,0.9676901683302709
400218915520,0,0,0,1,1,9,0,0,3.872376395639406,0.0,0.4052631578947368,0.0,2.056129059631543,0.0,0,0,0.6591374601729632,3.4481017588570926,0.4621856686858734,1.2613012835366644
400218966345,0,0,1,1,2,12,0,0,2.5995417355113655,1.7115880652564468,0.6514444444444445,0.0647777777777778,0.6084255767212638,0.052150763718965515,1,0,0.25375645192123875,3.5668286715492457,0.691752055227413,1.0491567755002906
400219245094,0,0,0,1,1,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400219509029,0,1,1,1,2,10,0,0,5.963969064939961,2.505709428722952,0.40932546165844064,0.2652705773698351,0.47128838323805833,0.4087870562147964,0,0,0.3561643835616438,5.242919395713866,0.7104758378191319,1.1849078074098898
400219743950,0,1,1,1,1,1,0,0,6.70298073439883,0.0,0.36903225806451617,0.0,2.6044301421999547,0.0,0,0,0.2,12.522093265457446,0.4362767930993737,1.7284138047719313
400219833151,0,0,1,1,3,6,0,0,2.648460771568583,0.0,0.3666666666666667,0.0,0.0,0.0,0,0,0.12885662431941924,1.551662949421081,0.2817140041814486,0.7194480525243341
400219971343,0,1,1,1,2,9,0,0,7.596627915062637,0.0,0.049999999999999996,0.0,0.6953435162528729,0.0,0,0,0.2074788902291918,3.9343981614497867,0.19278127447392782,0.6100106346601377
400220058482,0,0,0,1,3,14,0,0,4.255502319467582,0.0,0.5292307692307693,0.0,0.9734809227540221,0.0,0,0,0.14501659088116015,5.82532880936129,0.5426392940391551,1.0865164068382118
400220193284,0,0,1,1,1,2,0,0,12.40495919604714,0.0,0.5510718789407314,0.0,0.2090723460007945,0.0,1,0,0.1276071951790488,2.984120340061496,0.40030693547643265,0.12732057607308303
400220271926,0,1,1,1,1,3,0,0,0.8670010868113007,0.3529688219034149,0.3813333333333333,0.3813333333333333,0.30841935894473144,0.30841935894473144,0,0,0.9690023637414651,2.4538939822882346,0.7542431700231959,0.959144884355688
400220277013,0,0,0,1,6,13,0,0,6.846103520882642,0.9623736516909897,0.05978449774070213,0.08454804752456462,0.31363351242259535,0.44354476688274497,0,0,0.2562189054726368,6.534455703667515,0.02626026865000714,1.966735865036894
400220277716,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400220409371,0,0,1,9,1,9,0,0,0.025221849798146928,0.0,0.992,0.0,0.0,0.0,0,0,0.1326530612244898,0.7848373936464652,0.6120373032318095,0.1546261398150778
400220526837,0,0,0,2,2,13,0,0,2.810043048163109,1.6449032477052348,0.6589473684210525,0.0010526315789473883,0.49689785607762293,0.05140322649078856,0,0,0.16710353866317168,4.737839099671968,0.6817626416006363,1.072414487272253
400220589002,0,0,0,1,1,15,0,0,1.5523883116213155,0.5166146152812439,0.6116166711117781,0.1215189118906551,0.6446911088686682,0.21211630757977498,0,0,0.9860634648370498,2.354531248120423,0.7068325545892109,0.7676122646007891
400220742513,0,0,1,1,3,3,0,0,10.545055651008594,0.0,0.15944444444444447,0.0,2.892397947897268,0.0,0,0,0.17197452229299362,5.1670418773090026,0.15114884036224338,0.8862661513820193
400220868655,0,0,0,1,3,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400221147656,0,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400221381790,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400221621519,0,0,1,1,1,6,0,0,1.1430199119401252,0.0,0.7266666666666667,0.0,0.0,0.0,0,0,0.13895094019510815,0.7207188642836254,0.6151318776606293,0.2563090625519407
400221678129,0,0,1,1,1,1,0,0,2.0070945216076272,0.0,0.42284569138276545,0.0,2.439177370009269,0.0,0,1,0.12695795548227534,1.340586009820101,0.5747359761236496,0.5625161512015712
400221861260,0,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400222197011,0,1,1,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400222521517,0,0,0,1,1,1,0,0,8.83587194558995,0.0,0.25908045977011507,0.0,0.06853763532105143,0.0,0,0,0.18214853508971157,9.140048931891503,0.4602031946002351,1.0469913109806623
400222605759,0,0,0,1,1,2,0,0,1.7209752027258602,0.677959928346551,0.586904761904762,0.07976190476190478,0.5180309196083903,0.03824389339390799,0,0,0.1083317949664636,1.1499625134158646,0.6293104566258242,0.46689789931819664
