buyer_id,label,no_unique_umid_14d,no_unique_ip2_14d,no_unique_ipisp_14d,id_new_umid_14d,id_new_ip2_14d,id_new_ipisp_14d,id_is_auto,id_umid_same_seller_14d,id_ip2_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_dscnt_rate_per_order_14d,std_dscnt_rate_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,id_susp_paymethod_14d,no_acct_umid_14d,max_cancel_rate_14d,max_avg_price_seller_14d,max_avg_dscnt_rate_seller_14d,max_avg_shpfee_seller_14d,id_susp_device
400105677483,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400105782452,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400105821935,0,2,7,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400105869151,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400105980839,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400106031189,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400106085320,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400106334931,0,1,3,2,0,0,0,1,0,0,47233.333333333336,51698.77099334395,0.3027158521303258,0.1903695784224079,5916.666666666667,3219.9465143936095,0,1,0.2995555555555556,107239.97595628415,0.6487184891859706,14193.969580119965,0
400106367995,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400106400428,0,2,2,1,0,0,0,1,0,1,52549.0,8251.0,0.10151222479378079,0.09013011097264258,2330.0,1374.0,0,1,0.1611969111969112,31668.892448512586,0.12497601996110505,9081.161708619375,0
400106520804,0,2,5,3,0,0,0,1,0,0,70000.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,1,0.16568047337278108,62773.5,0.33983506117674045,7514.3442622950815,0
400106646174,0,1,2,1,0,0,0,1,0,0,30000.0,0.0,0.11665979624285967,0.0,41500.0,0.0,0,1,0.1427872860635697,12690.51203783319,0.51803562439973,10142.62467755804,0
400106667798,0,1,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400106715317,0,1,2,2,0,0,0,1,0,0,17750.0,3250.0,0.2895791583166333,0.2895791583166333,11000.0,1000.0,0,1,0.17468454258675079,32503.25904761905,0.5809060086130339,12351.974265818952,0
400106718153,0,2,1,1,0,0,0,1,0,0,50000.0,0.0,0.2857142857142857,0.0,1500.0,0.0,0,1,0.08857729138166895,14983.527250459278,0.37495356118141293,5616.663808940601,0
400106778877,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400106802981,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107087579,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107159311,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107162085,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107174488,0,1,1,1,0,0,0,1,0,0,230570.0,0.0,0.4943640350877193,0.0,7334.0,0.0,0,1,0.14921812880996554,83484.9964664311,0.4735724579634648,33579.31095406361,0
400107177422,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107219781,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107264923,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107342830,0,2,2,2,0,0,0,1,0,0,75483.0,0.0,0.14611990950226245,0.0,573.0,0.0,0,1,0.08513289036544851,10857.465168633009,0.12435765401847183,1903.6794096802435,0
400107384083,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107444103,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107528804,0,2,9,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107555430,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107585297,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107627217,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107657587,0,1,2,1,0,0,0,1,0,0,63900.0,0.0,0.587741935483871,0.0,1000.0,0.0,0,1,0.17051578137028484,50387.98524621575,0.594273314763033,11166.45372676758,0
400107669072,0,1,1,1,0,0,0,1,0,0,12900.0,0.0,0.355,0.0,12000.0,0.0,0,1,0.14299548095545514,8858.120943952803,0.4919297740007179,7857.027531956735,0
400107675914,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400107735956,0,1,1,1,0,0,0,1,0,0,25677.5,11322.5,0.5938625765083065,0.1007118915767998,5375.0,1125.0,0,1,0.18334825425246196,35618.301926782275,0.558264360962504,13910.957225433525,0
400107804634,0,1,1,1,0,0,0,1,0,0,39318.0,1682.0,0.6068199999999999,0.016819999999999974,5000.0,3000.0,0,1,0.20343266294619353,26377.67523342886,0.6237995168398025,9297.737285203551,0
400107831792,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108056535,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108128581,0,1,1,1,0,0,0,1,0,0,34800.0,0.0,0.0,0.0,6900.0,0.0,0,1,0.11134053367217281,27415.387544802867,0.12855914675347732,12869.120519713262,0
400108170532,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108182953,0,1,3,2,0,0,0,1,0,0,1367589.0,0.0,0.4027995633187773,0.0,67500.0,0.0,0,1,0.3987996688741722,878107.1799950483,0.43720189237066326,76331.04728893291,0
400108212115,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108278615,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108341338,0,2,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108425449,0,1,6,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108431535,0,2,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108449039,0,1,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108521001,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108674009,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108794440,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108803790,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108875850,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108887870,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400108926334,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109040499,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109061914,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109079226,0,1,2,2,0,0,0,1,0,0,11920.0,0.0,0.702,0.0,6900.0,0.0,0,1,0.13123359580052493,16261.354464285714,0.5422558338370669,8078.846428571429,0
400109223152,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109364073,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109379562,0,2,2,1,0,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109469282,0,2,1,1,0,0,0,1,0,0,120000.0,0.0,0.52,0.0,5500.0,0.0,0,1,0.15784313725490196,50814.431818181816,0.3960808720326524,4678.149350649351,0
400109553675,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109556392,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109625683,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109664276,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109715926,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109748069,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109760838,0,2,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109895918,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109916170,0,1,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400109955259,0,1,3,1,0,0,0,1,0,0,125000.0,0.0,0.10071942446043165,0.0,0.0,0.0,0,1,0.13448844884488448,77392.56196319018,0.07549686549930801,15034.933742331288,0
400110036132,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110366493,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110399893,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110432041,0,2,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110498997,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110621208,0,2,3,2,0,0,0,1,0,1,119000.0,59043.7690757176,0.03283990387073682,0.01745306383790694,25666.666666666668,5557.777333511021,0,1,0.5893805309734513,171476.6,0.03103750045726934,15825.48,0
400110648208,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110672661,0,1,6,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110780720,0,1,6,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110846246,0,1,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110942829,0,1,6,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400110990826,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111002351,0,1,2,1,0,0,0,1,0,1,15728.0,0.0,0.8689333333333333,0.0,4500.0,0.0,0,1,0.09293014032946918,12077.363785954058,0.7936597115061865,3321.5990587770684,0
400111008580,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111011738,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111113041,0,1,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111197220,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111263099,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111287146,0,2,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111410556,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111419801,0,2,7,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111629612,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111713566,0,0,7,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N,0
400111809992,0,2,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111911500,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400111914919,0,1,3,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112097785,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112136124,0,2,1,1,0,0,0,1,0,0,84830.0,9970.0,0.6120259302203015,0.03023822072309476,1458.5,208.5,0,1,0.10531803962460896,39874.116360454944,0.4599634546090257,7687.8239282589675,0
400112142715,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112157974,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112268361,0,1,7,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112475695,0,1,2,2,0,0,0,1,0,0,46963.333333333336,4648.084432203108,0.43866969696969704,0.17544684083151632,0.0,0.0,0,1,0.1610488245931284,32406.05976408912,0.4620087303468974,8347.916382699868,0
400112562185,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112577683,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112622417,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112664691,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112829587,0,1,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112850320,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112853896,0,2,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400112961028,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113003185,0,1,2,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113150853,0,2,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113207748,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113267843,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113420092,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113595000,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113675638,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113703000,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113720121,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113786166,0,0,2,1,1,0,0,0,0,1,174900.0,0.0,0.5260162601626016,0.0,13491.0,0.0,0,0,0.22816901408450704,148170.61329305137,0.4982709984673883,18689.6918429003,0
400113801623,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113801728,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113807141,0,3,2,1,0,0,0,1,0,0,150460.0,109164.65728430607,0.054686868686868687,0.1071154775847561,33900.0,11464.728518373213,0,1,0.48333333333333334,261361.65025906736,0.6052471912237295,44395.70960047704,0
400113825082,0,2,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400113873508,0,1,4,1,0,0,0,1,0,0,15499.0,0.0,0.5571714285714285,0.0,8000.0,0.0,0,1,0.06589902568644819,5134.608552321748,0.5486506638984693,1961.8516530093248,0
400113963908,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114026519,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114089116,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114092615,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114110899,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114122532,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114239926,0,1,4,1,0,0,0,1,0,0,79700.0,0.0,0.06235294117647059,0.0,0.0,0.0,0,1,0.1064277132559071,52062.39224255668,0.15916916778078477,9066.981425839935,0
400114275785,0,2,5,3,0,0,0,1,0,0,67600.0,0.0,0.38545454545454544,0.0,53500.0,0.0,0,1,0.13891691893710056,38938.505082095384,0.46457724501471254,14624.111024237685,0
400114314519,0,1,6,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114368380,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114434356,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114437903,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114638630,0,2,3,1,0,0,0,1,0,1,47540.0,36160.0,0.4464202898550725,0.17424637681159422,8500.0,500.0,1,1,0.22632726415650226,69697.26130653266,0.6269513866495224,14824.36432160804,0
400114671734,0,1,1,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114695040,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114752417,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114758099,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114758712,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114761827,0,1,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114839664,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114938308,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400114998011,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115028043,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115232707,0,1,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115265693,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115286002,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115292517,0,2,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115334966,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115385965,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115403782,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115544985,0,1,1,1,0,0,0,1,0,0,38064.0,6457.0,0.5069145157976909,0.10895261103578621,0.0,0.0,0,1,0.11848799713364386,19606.754213483146,0.5126648639086646,5356.227561196736,0
400115577136,0,2,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115742478,0,2,3,1,0,0,0,1,0,0,23751.333333333332,20550.178593438606,0.45705871794871794,0.18183766421279238,9666.666666666666,3091.2061651652343,0,1,0.20487576183778716,56470.484251968504,0.6820884420576422,22167.783464566928,0
400115814261,0,2,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400115853693,0,1,2,2,0,0,0,1,0,0,35464.0,0.0,0.5567,0.0,9000.0,0.0,0,1,0.16962311203124264,21297.926970293713,0.5396683894781689,3677.9614111534756,0
400115931986,0,2,2,2,0,0,0,1,0,1,33875.0,8875.0,0.49318181818181817,0.11818181818181817,5950.0,3050.0,0,1,0.2166839736933195,39877.36875800256,0.6393270458270605,18690.934699103713,0
400115967752,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116018699,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116030531,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116120524,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116210027,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116231507,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116438388,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116468634,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116480816,0,1,3,1,0,0,0,1,0,0,52800.0,0.0,0.78,0.0,813.0,0.0,0,1,0.12629706492736437,25747.365659777424,0.5792724638565534,6435.900635930047,0
400116513348,0,2,4,4,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116519144,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116570683,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116615620,0,1,6,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116633635,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116657718,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116774245,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116783962,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116798041,0,1,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116831179,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116873130,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116903565,0,2,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116921082,0,1,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400116969334,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400117020662,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400117149197,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400117149449,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400117230281,0,5,4,3,0,1,0,1,0,1,52132.71428571428,66864.19348140205,0.23059762349877125,0.2204650883805365,8100.0,2916.945564896854,0,1,0.21121718377088305,92789.28901734104,0.541889251626998,16787.45884738888,0
400117386963,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400117593414,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400117674816,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118013944,0,1,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118082157,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118097989,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118112930,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118130256,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118148004,0,1,7,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118184694,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
400118214703,0,1,3,1,0,0,0,1,0,0,19068.0,0.0,0.653309090909091,0.0,9000.0,0.0,0,1,0.17963134296491354,52812.46488240928,0.6163551864021668,10505.746621262106,0
400118283560,0,2,2,1,0,0,0,1,0,0,75000.0,0.0,0.375,0.0,10000.0,0.0,0,1,0.1317880794701987,54346.213527449196,0.31185767119300356,9993.252047315742,0
400118376281,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
