ato_create_date,order_create_date,order_number,order_buyer_id,freq_umid,abnormal_umid,earliest_abnormal_login,ip,useragent,acsdata_entrance,app_version,ipparse_ipisp,ipparse_ipcntryname,ipparse_ipprovname,logindata_logintype
2022-05-05 13:46:26,2022-05-05 12:09:30,865154996646898,400030946898,WV60000ab61e299c320212c623bdd4d88,WV60000c8611fa1ca20212a8321e9f0f3,2022-05-05 12:48:47,140.213.180.185,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bsamsung%3BSM-A022F%29,native,6.99.1,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-03-01 09:35:49,2022-02-27 19:39:32,802754269328437,400031328437,WV10z6128568f38aca8db00074f017558,WV19z61fea0b8462635130006a1020a37,2022-02-27 20:56:46,114.5.242.206,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Brealme%3BRMX3261%29,native,6.94.2,indosatooredoo.com,印度尼西亚,东爪哇省,sms
2022-02-26 09:21:31,2022-02-22 20:03:07,799420207370954,400031370954,WV16z5e8896054213b058000a350232f3,WV16u5fe09ab97fc8d92600085504a541,2022-02-22 20:51:57,182.1.164.185,MTOPSDK%2F3.1.1.7+%28Android%3B8.1.0%3Bvivo%3Bvivo+1820%29,native,6.94.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-04-05 12:12:49,2022-04-04 11:53:06,837623742900929,400031900929,WV15z5fec43530c1d95120005b1018b13,WV14z6117ad2813bb84600006be0087a7,2022-04-04 19:53:47,114.125.191.127,MTOPSDK%2F3.1.1.7+%28Android%3B12%3Bvivo%3BV2050%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,pass
2022-05-24 07:33:58,2022-05-23 15:33:41,869674695660135,400032060135,WV1ez5fcff25c0b18e1d300053a00c042,WV1fz623484416cdcf7ba0005f2023964,2022-05-24 07:17:57,140.213.181.251,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2109%29,native,6.98.0,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-04-14 20:17:59,2022-04-03 14:21:27,836756521260533,400032560533,WV10z61e84c93526df5eb00060301728a,WV10z625580203ac453db00060c0208e6,2022-04-15 08:21:04,202.80.213.10,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bsamsung%3BSM-A325F%29,native,6.96.0,mncplay.id,印度尼西亚,,sms
2022-03-11 10:53:44,2022-03-10 11:38:39,817578570986532,400032886532,WV1az613bf64109c01f660005e600d37d,WV11z61c2747f0c5c3d7d000c350138ea,2022-03-10 17:07:27,114.125.185.177,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BXiaomi%3BM2006C3LG%29,native,6.91.1,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-02-25 18:39:26,2022-02-25 17:30:47,808030585526165,400033326165,WV16z5913c2e40daa91d60016beaab749,WV18z5e2d800c2fa7e0d900ae3202b8e6,2022-02-25 13:08:07,114.125.234.33,MTOPSDK%2F3.1.1.7+%28Android%3B10%3Brealme%3BRMX1911%29,native,6.94.2,telkomsel.com,印度尼西亚,南苏门答腊省,sms
2022-04-17 12:00:49,2022-02-17 15:13:37,802834780584570,400033384570,WV1dz61bd6eb51bb7946f000ec9012619,WV1cz61fe396d0b5ff5ed000746013d58,2022-02-20 16:28:23,114.4.79.34,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2185%29,native,6.87.0,indosatooredoo.com,印度尼西亚,,3rd
2022-02-25 09:38:30,2022-02-19 23:16:22,804372369416229,400033616229,WV1cu620675895018a3ad0011fe0ede5d,WV60179035f72df76202104633921ef91,2022-02-21 16:36:44,182.1.201.51,MTOPSDK%2F3.1.1.7+%28Android%3B9%3BXiaomi%3BRedmi+8%29,native,6.93.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-04-24 12:42:44,2022-04-23 14:58:53,850668684146725,400033646725,WV19z6027b225083d485f0005a8007caa,WV12z61dd8d3065f008f3000627007ede,2022-04-23 22:36:09,140.213.226.37,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2239%29,native,6.91.1,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-04-07 13:08:46,2022-03-09 10:28:07,810120022914326,400035114326,WV12z617420c95e6e746e00063e013353,WV14z621cf18643b2c2640006640066d6,2022-03-08 18:13:33,114.4.217.117,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Brealme%3BRMX3261%29,native,6.93.0,indosatooredoo.com,印度尼西亚,东爪哇省,sms
2022-05-27 08:59:18,2022-05-26 15:26:20,871813631759854,400035759854,WV12z6095601c5da83b5f0005fa01901c,WV60000326151a017202107716ee6b4fb,2022-05-25 10:19:36,116.206.35.12,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bsamsung%3BSM-A217F%29,native,6.95.2,tri.co.id,印度尼西亚,南苏门答腊省,sms
2022-05-10 14:45:48,2022-04-26 23:57:45,861073758749890,400035849890,WV600005b5e97087d200b51c6e60e33e9,WV10z625580203ac453db00060c0208e6,2022-04-26 23:56:53,202.80.217.119,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bsamsung%3BSM-A325F%29,native,6.98.0,mncplay.id,印度尼西亚,,sms
2022-04-08 20:05:52,2022-04-06 22:47:00,839983567406189,400035906189,WV1dz5fc540ce6d253b3c0005af017d43,WV15z6016e71a4b1af1300006420113a2,2022-04-05 04:13:25,180.183.113.219,MTOPSDK%2F1.9.3.48%20%28iPadOS%3B15.3.1%3BApple%3BiPad13%2C1%29,native,6.96.0,,泰国,,3rd
2022-04-12 12:52:52,2022-04-05 18:34:01,831969841763630,400035963630,WV14z5e4f1ea6449a67ac000a42016135,wV1cs62184d3f6f0301420008de90afb0,2022-03-23 14:28:21,125.161.212.65,Mozilla/5.0 (Windows NT 6.1; rv:99.0) Gecko/20100101 Firefox/99.0,pc,\N,telkom.co.id,印度尼西亚,东爪哇省,3rd
2022-05-09 08:56:00,2022-04-20 15:47:54,846692893263798,400036563798,WV1az604f0aaf4dc222070005aa007f60,WV1cz625bfedf486e43fc00065601776f,2022-04-20 15:44:43,120.188.33.128,MTOPSDK%2F1.9.3.48%20%28iOS%3B13.7%3BApple%3BiPhone9%2C4%29,native,6.98.0,indosatooredoo.com,印度尼西亚,,sms
2022-03-10 09:24:56,2022-03-08 08:22:18,809290231837523,400037037523,WV11z61393e9e2eacc8b100066401596b,WV600000761818ac7202104610c97b4ca,2022-03-08 11:41:52,114.5.246.212,MTOPSDK%2F3.1.1.7+%28Android%3B9%3BXiaomi%3BRedmi+Note+5%29,native,6.94.3,indosatooredoo.com,印度尼西亚,西加里曼丹,sms
2022-03-03 09:22:47,2022-03-02 08:40:27,811309374642326,400037442326,WV1bz61296cc132f1857400063b00b513,WV19z5e85a4c55ef605120009e401b44e,2022-03-02 13:04:26,182.1.208.41,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BOPPO%3BCPH2043%29,native,6.92.100.4,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-05-18 15:30:45,2022-04-28 16:14:19,854944208061601,400038861601,WV1ez5a9de27e2dd65fce03114528835e,WV1ez61a64759065803a2000688000ccb,2022-04-20 15:43:16,120.188.66.138,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BINFINIX+MOBILITY+LIMITED%3BInfinix+X657B%29,native,6.96.0,indosatooredoo.com,印度尼西亚,,sms
2022-03-24 16:14:22,2022-03-17 13:33:22,815871894818325,400038918325,WV1cz5db1865008d86ba70009670441af,WV14z61c03a057703444000103f00b475,2022-03-17 17:58:49,120.188.82.4,MTOPSDK%2F3.1.1.7+%28Android%3B9%3Bvivo%3Bvivo+1902%29,native,6.95.2,indosatooredoo.com,印度尼西亚,东加里曼丹省,sms
2022-04-04 11:15:07,2022-04-04 11:31:16,830684064708800,400039008800,WV1ez616831c31f9d2f440005fd012141,wV11s624d179414ab2d5200069c3f3ed0,2022-04-06 12:32:16,182.0.177.243,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1",h5,\N,telkomsel.com,印度尼西亚,,pass
2022-05-23 15:43:24,2022-05-23 09:31:55,876873717852222,400039152222,WV1fz5c2e0fde699844cb0009660381c0,WV1az6280f33d15733a8000060c012de0,2022-05-23 14:45:53,140.213.72.16,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2111%29,native,6.98.0,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-04-02 15:14:42,2022-03-31 10:34:44,834086173376093,400039476093,WV16z5e1ac8fa09d7feff001924259505,WV60179035f72df76202104633921ef91,2022-03-31 14:12:20,114.125.202.185,MTOPSDK%2F3.1.1.7+%28Android%3B9%3BXiaomi%3BRedmi+8%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-07 08:15:35,2022-03-06 14:47:02,808066659324970,400039524970,WV19z60e8feae1401bc110005ed017721,WV1bz620e6e302664fb1d0005f3005fae,2022-03-06 13:23:40,182.1.170.62,MTOPSDK%2F3.1.1.7+%28Android%3B8.1.0%3BOPPO%3BCPH1803%29,native,6.95.2,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-02-21 19:03:00,2022-02-20 19:02:40,798111896979498,400039779498,WV13z611923cc4dc222070005d50081d3,WV17z5f935acc668ed479000531009564,2022-02-20 20:21:18,114.125.168.140,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3Bvivo+1915%29,native,6.91.1,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-29 11:59:43,2022-03-28 22:14:18,831799772760081,400039860081,WV15z5de7073a093daea90009964b61c3,WV17z620f953e12081b350005e601383e,2022-03-29 11:54:51,114.79.39.226,MTOPSDK%2F3.1.1.7+%28Android%3B10%3Brealme%3BRMX1971%29,native,6.96.0,smartfren.com,印度尼西亚,南苏拉威西省,sms
2022-03-07 11:51:54,2022-03-05 12:37:36,814005524685164,400040085164,WV19z613daa1e4d973a7b0005dd011e25,WV12z6087dc4f0c973daa000649017c4e,2022-03-05 14:41:17,120.188.72.186,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BXiaomi%3BM2006C3MG%29,native,6.92.0,indosatooredoo.com,印度尼西亚,,sms
2022-05-05 10:11:39,2022-05-03 13:24:21,856807402211785,400040511785,WV10z60044c5c262132cb000589013648,WV13z6264124e45cb601a0006050158ca,2022-05-04 18:35:40,182.1.218.62,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bsamsung%3BSM-A207F%29,native,6.83.1,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-04-03 14:43:15,2022-04-02 13:35:37,835749563329758,400040829758,WV11z602d46457e5677360005b4014db3,WV17z61397a9733a3872800060e011c97,2022-04-02 14:19:42,140.213.178.40,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BXiaomi%3BM2006C3MG%29,native,6.95.2,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-04-05 20:31:07,2022-04-05 18:09:31,838905778950413,400040850413,WV1dz6031cf745be240bd00055801bb51,WV1az62372fc052c5e6950005f601637e,2022-04-05 17:59:39,116.206.35.30,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2111%29,native,6.96.0,tri.co.id,印度尼西亚,南苏门答腊省,sms
2022-04-10 19:18:14,2022-04-10 15:52:22,843375148250886,400040850886,WV18z61a87e18135d0729000679014b74,WV17z624df1f545cb601a0005f701e044,2022-04-10 19:43:59,182.2.230.101,MTOPSDK%2F3.1.1.7+%28Android%3B10%3Brealme%3BRMX2030%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-23 09:13:57,2022-03-21 16:16:54,825546522262999,400040862999,WV12z5ffa4ba8278260e7000605011c07,WV1ez5f4c482354c9693d00052b01226c,2022-03-21 21:21:51,114.125.186.158,MTOPSDK%2F1.9.3.48%20%28iOS%3B14.6%3BApple%3BiPhone10%2C6%29,native,6.95.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-05-04 15:17:45,2022-03-10 22:49:50,811306082683677,400040883677,WV18z5c55630f5c3e5f2400234719fa51,WV14z61c03a057703444000103f00b475,2022-03-12 14:08:01,114.5.243.19,MTOPSDK%2F3.1.1.7+%28Android%3B9%3Bvivo%3Bvivo+1902%29,native,6.93.0,indosatooredoo.com,印度尼西亚,东爪哇省,sms
2022-03-02 09:20:36,2022-03-01 08:20:24,803769812498694,400040898694,WV15z5d1efaa5345f2fea0008cb0db6f8,WV1dz621d9d831fbbd5cd00063a00a541,2022-03-01 14:40:48,140.213.227.91,MTOPSDK%2F3.1.1.7+%28Android%3B8.1.0%3BOPPO%3BCPH1853%29,native,6.94.3,xl.co.id,印度尼西亚,,sms
2022-02-21 15:30:10,2022-02-20 01:26:22,797719815904925,400040904925,WV18z620413d10715748c0005e102d800,WV13u6138c47c2cffdd1000062606f0bd,2022-02-21 14:57:59,114.5.223.252,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2185%29,native,6.91.1,indosatooredoo.com,印度尼西亚,南苏拉威西省,sms
2022-03-03 15:25:34,2022-03-03 00:06:22,812008371586055,400041186055,WV1az5e354d1153ec7ffd0061d50569c9,WV1ez620a0b0423f0a70500067e019e0d,2022-02-27 19:32:13,114.125.232.32,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2185%29,native,6.90.2,telkomsel.com,印度尼西亚,南苏门答腊省,sms
2022-03-23 20:08:28,2022-03-23 17:23:29,820248218142004,400042542004,WV1cz5d52a7aa0f20b6150009354a58ae,WV19z61681d9604f4003a0005c8002f1d,2022-03-23 15:54:10,116.206.35.15,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2239%29,native,6.90.2,tri.co.id,印度尼西亚,南苏门答腊省,sms
2022-02-21 14:10:45,2022-02-19 14:13:13,797380685954151,400042854151,WV10z5d8e40cb51b67b690007d3192d75,WV60179035f72df76202104633921ef91,2022-02-19 19:07:08,182.1.196.120,MTOPSDK%2F3.1.1.7+%28Android%3B9%3BXiaomi%3BRedmi+8%29,native,6.93.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-05-23 09:12:26,2022-05-22 17:26:20,876500771040719,400043640719,WV10z5df97ad82df578db00085c16ae65,WV1bz625c296c681cec7b0005ec032575,2022-05-23 08:15:42,140.213.226.115,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2109%29,native,6.98.0,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-04-13 11:29:38,2022-04-11 17:56:02,837427090670548,400043970548,WV10z616b790e233c2c7b00077a014345,WV1az5fa5dd6a33d90af80004e501885a,2022-04-12 11:59:39,182.1.217.111,MTOPSDK%2F3.1.1.7+%28Android%3B10%3Brealme%3BRMX2103%29,native,6.70.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-05-11 11:07:30,2022-05-06 19:50:22,866121506794814,400043994814,WV600009e62108799202108967b462735,WV60000f860a8fd72202104610c30f27a,2022-05-11 11:30:07,114.125.249.167,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BXiaomi%3BM2102J20SG%29,native,6.99.1,telkomsel.com,印度尼西亚,南苏门答腊省,sms
2022-03-05 15:10:46,2022-03-04 13:55:18,806666411781947,400044081947,WV1bz5bdf5e5846353852000944e0edef,WV10z616eba47592605990005e6015522,2022-03-04 20:02:18,140.213.226.21,MTOPSDK%2F3.1.1.7+%28Android%3B9%3BOPPO%3BCPH1923%29,native,6.55.1,xl.co.id,印度尼西亚,,sms
2022-05-11 18:19:29,2022-04-08 16:49:04,841554915677045,400044477045,WV19z5c8a5fbe6893635100092b036602,WV18z622da4c8145d6d730005ea00e895,2022-04-08 12:50:14,120.188.5.156,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BOPPO%3BCPH2217%29,native,6.96.0,indosatooredoo.com,印度尼西亚,,sms
2022-03-20 13:53:34,2022-03-19 08:14:13,817128227785804,400044885804,WV1ez61b9b8181d9b61830006bb010a8f,WV600008b60e7fd02202105923035e9d3,2022-03-19 10:40:29,140.213.179.39,MTOPSDK%2F3.1.1.7+%28Android%3B8.1.0%3Bvivo%3Bvivo+1820%29,native,6.96.0,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-05-08 20:04:26,2022-05-08 21:39:27,867422747114708,400045014708,WV1dz610e94de21b2333300065d00ec53,WV1ez625158e67993f3210005f701e572,2022-05-08 19:35:30,182.1.237.30,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2149%29,native,6.99.1,telkomsel.com,印度尼西亚,南苏门答腊省,sms
2022-04-03 14:44:55,2022-02-28 21:41:11,810234140303277,400045203277,WV14z5c3448960c61a5a500096c1f74b3,WV1az61ffe558098ee88b0006500179a4,2022-02-28 22:13:05,114.4.222.156,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BOPPO%3BCPH2159%29,native,6.94.3,indosatooredoo.com,印度尼西亚,南苏拉威西省,sms
2022-03-12 09:58:25,2022-03-11 17:52:57,818577701620890,400045320890,WV11z5c2ec56243e360170008f306602e,WV17z622abcdc1d361e810005e4007996,2022-03-11 16:06:59,114.5.111.204,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2022%29,native,6.48.1,indosatooredoo.com,印度尼西亚,南苏拉威西省,sms
2022-03-16 17:23:31,2022-03-16 23:58:15,822343969332894,400045932894,WV19z6029448421b2333300058c00b1a5,WV600007b60dc2a8520210782c76526b3,2022-03-16 17:21:56,202.67.42.22,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2043%29,native,6.93.0,tri.co.id,印度尼西亚,南苏门答腊省,sms
2022-03-22 17:28:10,2022-03-19 08:35:01,817119894522956,400046022956,WV14u5d2d88fa7c74984700074d595873,WV19z5e85a4c55ef605120009e401b44e,2022-03-19 12:48:50,114.125.201.108,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BOPPO%3BCPH2043%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-04-16 15:55:46,2022-04-16 01:12:25,841680868725567,400046325567,WV12z6221013002fccebd0005f0020fe2,WV1dz613844f600897bd200061a0197e3,2022-04-16 01:38:10,182.1.180.87,MTOPSDK%2F3.1.1.7+%28Android%3B12%3BOPPO%3BCPH2251%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-27 08:20:20,2022-03-24 12:07:39,827547786488774,400046388774,WV14z5f5b54841eb1d347000536014a10,WV15z6142c83e3a19462d0005fd018213,2022-03-24 11:18:13,140.213.71.147,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2185%29,native,6.93.0,xl.co.id,印度尼西亚,楠榜省,sms
2022-03-22 13:06:59,2022-03-21 15:25:12,818720073767119,400046967119,WV15z5e24611246f7dd580009bf0018c4,WV1bz614847bb03e035870005e501adf7,2022-03-22 10:21:47,182.1.206.101,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2179%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-21 09:31:15,2022-03-20 18:11:33,818101668122865,400047222865,WV1dz5c460b96586a82d40009116e4242,WV6000048601f76a4202127d829793cb4,2022-03-20 16:48:34,140.213.64.3,MTOPSDK%2F3.1.1.7+%28Android%3B8.1.0%3BOPPO%3BCPH1803%29,native,6.96.0,xl.co.id,印度尼西亚,楠榜省,sms
2022-05-18 09:10:39,2022-05-17 15:23:46,865889435541299,400048341299,WV12z60c586052b1246aa0005ca012f05,WV10z620816b90c5c3d7d00060902b029,2022-05-17 21:38:05,114.79.39.247,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Brealme%3BRMX2180%29,native,6.99.1,smartfren.com,印度尼西亚,南苏拉威西省,pass
2022-05-14 12:53:48,2022-05-13 20:17:37,870897308898572,400048398572,WV1az6226d9de7395da5a00062000e7c5,WV4ez5e311e69706b3799005f0f038fa2,2022-05-13 20:13:04,114.4.215.186,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3Bvivo+1904%29,native,6.96.0,indosatooredoo.com,印度尼西亚,,3rd
2022-02-21 19:49:24,2022-02-20 15:59:13,798014685840319,400049640319,WV1bu5ba70ced5121476b00073b2010bf,WV19z5e86b57e23efa5d8000a2601113b,2022-02-20 17:16:38,114.5.105.239,MTOPSDK%2F3.1.1.7+%28Android%3B8.1.0%3BOPPO%3BCPH1909%29,native,6.93.0,indosatooredoo.com,印度尼西亚,东爪哇省,sms
2022-05-20 14:00:36,2022-05-20 12:12:40,867722492063770,400050063770,WV1bz6024c5f728f1a54a000597001308,WV19z5e85a4c55ef605120009e401b44e,2022-05-20 13:36:53,182.1.199.80,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BOPPO%3BCPH2043%29,native,7.0.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-02-21 21:47:59,2022-02-21 08:44:39,805093364675191,400050075191,WV600614c5fe1a3b9102104670dfb3dd5,WV14z6117ad2813bb84600006be0087a7,2022-02-21 11:21:28,114.125.183.9,MTOPSDK%2F3.1.1.7+%28Android%3B12%3Bvivo%3BV2050%29,native,6.93.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-04-26 23:48:59,2022-04-22 12:17:20,856411542087357,400050087357,WV12z5ca0deec6778a4980009422f1d48,WV15z6142c83e3a19462d0005fd018213,2022-04-21 17:57:01,140.213.233.46,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2185%29,native,6.83.1,xl.co.id,印度尼西亚,楠榜省,sms
2022-04-13 16:18:37,2022-04-13 04:39:23,838778422290904,400050090904,WV12z5fe37e843d564c2a0005ac00aa0c,WV1dz613844f600897bd200061a0197e3,2022-04-13 12:06:58,114.125.171.144,MTOPSDK%2F3.1.1.7+%28Android%3B12%3BOPPO%3BCPH2251%29,native,6.96.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-17 13:23:00,2022-02-13 23:46:22,800509759629474,400050129474,WV16z5dc5130951b67b6900d3d501c9ff,WV1fz5a35f4e25228cd3400155532c4c6,2022-02-13 23:55:28,114.5.222.0,MTOPSDK%2F3.1.1.7+%28Android%3B7.1.1%3BOPPO%3BCPH1725%29,native,6.93.0,indosatooredoo.com,印度尼西亚,东爪哇省,sms
2022-03-02 09:45:02,2022-03-01 09:11:10,803792881791215,400050291215,WV11z5f98373b7098217f000539014cb5,WV19z61fea0b8462635130006a1020a37,2022-03-02 08:04:03,114.4.218.109,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Brealme%3BRMX3261%29,native,6.94.2,indosatooredoo.com,印度尼西亚,东爪哇省,sms
2022-04-03 18:49:58,2022-04-03 17:45:18,836907149202731,400050402731,WV13z618e04f2602976560005de00bfb2,WV1bz6188fa682821c5e90005a300ee8b,2022-04-03 18:19:01,140.213.222.93,MTOPSDK%2F3.1.1.7+%28Android%3B11%3BOPPO%3BCPH2269%29,native,6.55.1,xl.co.id,印度尼西亚,南苏拉威西省,sms
2022-05-26 15:19:26,2022-05-12 22:20:17,870280785182217,400050582217,WV17z617fb895335320380005fd010813,WV10z628652944cecffbf000649011718,2022-05-25 22:37:34,202.80.212.210,MTOPSDK%2F3.1.1.7+%28Android%3B12%3Bsamsung%3BSM-A325F%29,native,7.0.0,mncplay.id,印度尼西亚,,sms
2022-05-21 08:39:51,2022-05-11 21:11:14,862255276004216,400051704216,WV1ez618e6cdb6e3cae2d00072e015b34,WV12z5fa0bc053af831c70004fc00a465,2022-05-12 15:17:11,114.125.197.144,MTOPSDK%2F3.1.1.7+%28Android%3B10%3Brealme%3BRMX2103%29,native,6.91.1,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-05-10 13:21:20,2022-05-08 00:39:42,859632075079631,400051779631,WV11u5b38fa321104b4f30007730efc90,WV18z6279e2804ee97f5e0005d801f7a5,2022-05-10 11:59:10,51.81.80.24,MTOPSDK%2F3.1.1.7+%28Android%3B7.1.2%3BXiaomi%3BRedmi+Note+5A%29,native,6.98.0,ovh.com,美国,弗吉尼亚州,sms
2022-05-08 09:14:55,2022-05-08 00:19:52,859626297515213,400051815213,WV1eu59ee212d7363cdcb00063525af82,WV1cz6276644c338558400005cf01e1c2,2022-05-07 23:47:55,116.206.35.12,MTOPSDK%2F3.1.1.7+%28Android%3B12%3Bsamsung%3BSM-A135F%29,native,6.99.1,tri.co.id,印度尼西亚,南苏门答腊省,sms
2022-04-22 11:17:25,2022-04-16 19:03:28,842416446451196,400051851196,WV1dz5e0373e77fd5bbad0009265f9059,WV12z61b1d8e46ffe26b700060c021754,2022-04-17 13:00:02,182.1.171.78,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bvivo%3BV2111%29,native,6.74.0,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-13 17:06:58,2022-03-12 17:10:55,819251133602637,400052202637,WV1az61b9e76356f9f5030005f90050dc,WV1bz622abea953680ce6000744009b6d,2022-03-13 17:54:19,114.125.181.214,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BXiaomi%3BM2006C3MG%29,native,6.95.100.1,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-03-17 12:42:05,2022-03-13 21:20:59,813321437241098,400052541098,WV18z5ec2924e45777f27000724008472,WV1dz61f0e5322a9a723100075e016398,2022-03-12 13:40:15,116.206.14.9,MTOPSDK%2F3.1.1.5+%28Android%3B11%3Brealme%3BRMX3201%29,native,6.43.0,tri.co.id,印度尼西亚,西爪哇省,3rd
2022-03-11 13:36:39,2022-03-07 09:09:37,808573453933220,400052733220,WV16z620f374a0e7734450005f300be9d,WV10z614bec434ab031d10005fa00d399,2022-03-07 12:12:36,182.1.162.126,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BOPPO%3BCPH2239%29,native,6.94.3,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-04-04 07:44:32,2022-03-14 12:17:39,813673808337464,400052937464,WV19z5e86b57e23efa5d8000a2601113b,wV13s622ebe7e2b2a40490008e82babe5,2022-03-14 12:11:28,120.188.82.138,"Mozilla/5.0 (Linux; Android 8.1.0; CPH1909 Build/O11019) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/46.4.2246.131383",h5,\N,indosatooredoo.com,印度尼西亚,东加里曼丹省,pass
2022-03-21 13:50:02,2022-03-21 14:34:32,818676685675604,400053075604,WV15z62074f3963ddda50000637019a37,wV12s623a8ac54efe89ab0006da0de930,2022-03-23 16:03:01,182.3.37.229,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/204.0.435504752 Mobile/15E148 Safari/604.1",h5,\N,telkomsel.com,印度尼西亚,万丹省,3rd
2022-03-03 14:07:08,2022-03-03 12:00:49,805693686285580,400053285580,WV15z5f7a91097b36427e000581015f56,WV1ez614546fc755484800006170141ca,2022-03-03 14:15:43,114.125.180.234,MTOPSDK%2F3.1.1.7+%28Android%3B10%3BXiaomi%3BM2006C3MG%29,native,6.95.2,telkomsel.com,印度尼西亚,中苏拉威西省,sms
2022-05-13 21:50:18,2022-05-09 09:58:24,860393691797018,400053597018,WV15z605d455e779aed850005cb00201f,WV10z625580203ac453db00060c0208e6,2022-05-13 22:22:58,123.253.232.9,MTOPSDK%2F3.1.1.7+%28Android%3B11%3Bsamsung%3BSM-A325F%29,native,6.99.1,mncplay.id,印度尼西亚,中爪哇省,sms
