buyer_id,label,no_unique_umid_14d,no_unique_ip2_14d,no_unique_ipisp_14d,id_new_umid_14d,id_new_ip2_14d,id_new_ipisp_14d,id_umid_same_seller_14d,id_ip2_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_discount_per_order_14d,std_discount_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,no_acct_umid_14d
400163730162,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163748477,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163763038,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163769259,0,1,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400163790370,0,2,5,3,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
400163793309,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163814010,0,1,5,2,0,0,0,0,0,17883.0,2116.0,27617.0,11384.0,9000.0,0.0,1
400163856390,0,2,2,2,0,0,0,0,0,18166.666666666668,7087.234219982354,17500.0,17612.68482278232,7266.666666666667,518.5449728701349,1
400163886935,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163898964,0,1,7,4,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163973931,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400163994764,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164003095,0,2,3,2,0,0,0,0,0,125731.57894736843,176991.44903707568,95742.1052631579,153902.04285019287,19027.78947368421,6988.234891805448,1
400164006456,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164006476,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164018042,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164018943,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164060415,0,1,2,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
400164078295,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164084144,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164123461,0,3,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164171655,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164186073,0,1,3,1,0,0,0,0,0,12499.0,0.0,22501.0,0.0,6900.0,0.0,1
400164189477,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164234070,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164240572,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164243259,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164264296,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164282358,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164309912,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164321117,0,1,3,3,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400164330544,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164363978,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164375196,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164393731,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164438409,0,3,5,4,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164438517,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164453003,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164462978,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164468201,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164468800,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164480525,0,1,5,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400164501022,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164504945,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164507800,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164531074,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164540162,0,2,6,3,0,0,0,0,1,36864.0,12208.83527068273,33136.0,28698.704825595643,7833.333333333333,942.8090415820633,1
400164561533,0,1,3,3,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400164567882,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164588551,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164630381,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164642100,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164660273,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164759427,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164786187,0,1,3,2,0,0,0,0,0,8937.0,0.0,9063.0,0.0,2667.0,0.0,1
400164840050,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164867065,0,1,4,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400164867670,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164873161,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164891341,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164897177,0,1,1,1,0,0,0,0,1,15299.666666666666,3684.6800253059814,18033.666666666668,8821.009025175194,7266.666666666667,518.5449728701349,1
400164918862,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400164918961,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165023264,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165032962,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165038515,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165038753,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165047846,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165071298,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165074395,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165077906,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165083428,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165083706,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165119148,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165137504,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165164119,0,1,1,1,0,0,0,0,1,51951.77777777778,34558.69100137323,25573.777777777777,23061.297914605173,3972.222222222222,3783.084508051826,1
400165164904,0,2,2,1,0,0,0,0,0,34900.0,0.0,110100.0,0.0,13000.0,0.0,1
400165209958,0,2,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165212049,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165218498,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165221785,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165227740,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165233221,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165245215,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165254583,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165257115,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165263537,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165266581,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165275888,0,1,4,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400165320846,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165335777,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165344595,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165350213,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165356492,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165359483,0,1,4,2,1,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165401914,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165440793,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165458644,0,2,2,1,0,0,0,0,0,43756.333333333336,2172.703436325864,12243.666666666666,758.4898739527697,37000.0,0.0,1
400165476317,0,1,3,2,0,0,0,0,0,24255.0,0.0,25745.0,0.0,6900.0,0.0,1
400165602687,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165611575,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165617087,0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165632147,0,1,2,1,1,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165725997,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165734180,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165734570,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165737612,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165773663,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165788564,0,1,7,3,0,0,0,0,0,28519.833333333332,13982.449849920993,21730.166666666668,14657.693786503007,4250.0,4250.0,1
400165788875,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165791618,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165797983,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165806155,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165812862,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165818039,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165818928,0,1,1,1,0,0,0,0,1,47900.0,27900.0,2000.0,2000.0,20000.0,6000.0,1
400165824550,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165854586,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165878702,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165884979,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165887854,0,3,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165893108,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165908773,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165923769,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400165941701,0,3,4,4,0,0,0,0,1,115866.66666666667,14900.85754430112,134133.33333333334,56527.59404829547,3333.3333333333335,4714.045207910317,1
400165944798,0,1,2,1,0,0,0,0,0,68466.66666666667,38699.2965770123,99866.66666666667,45879.93993990063,32666.666666666668,8956.685895029603,1
400165968510,0,2,1,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400166022560,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166097399,0,3,3,2,0,0,0,0,0,74890.0,63396.15445750633,59610.0,38917.63610498459,11000.0,3478.5054261852174,1
400166100613,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166109759,0,2,4,1,0,0,0,0,1,82443.0,62049.01482698979,14137.0,15067.770936671423,6870.0,2652.564796569539,1
400166124067,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166133206,0,1,1,1,0,0,0,0,1,31300.0,0.0,58700.0,0.0,0.0,0.0,1
400166136183,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166160750,0,1,4,2,0,0,0,0,0,33499.5,2200.5,65998.5,3301.5,0.0,0.0,1
400166208985,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166223465,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166232601,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166250028,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166250122,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166268628,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166370485,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166370688,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166382586,0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400166397716,0,2,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166400485,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166421093,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166421761,0,6,5,2,0,1,1,0,0,21849.75,1993.395391662176,32625.25,19505.184251565017,8125.0,649.519052838329,1
400166427414,0,1,2,2,0,1,0,0,0,33400.0,6400.0,48100.0,2900.0,11750.0,1750.0,1
400166430889,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166436006,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166478189,0,2,1,1,0,0,0,0,0,189442.75,36109.83360093895,96404.25,19859.638823188605,3450.0,3450.0,1
400166481747,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166487077,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166496949,0,1,2,1,0,0,0,0,0,58796.0,0.0,3704.0,0.0,34000.0,0.0,1
400166511739,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166556495,0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166556666,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166559490,0,1,3,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400166559764,0,1,4,3,0,0,0,0,1,13821.0,5179.0,13179.0,7179.0,7750.0,750.0,1
400166688214,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166700232,0,2,6,2,0,0,0,0,1,40198.333333333336,18566.274161021705,4801.333333333333,3395.0557514649972,5833.333333333333,3771.2361663282536,1
400166754122,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166793060,0,4,3,3,0,0,0,0,1,23174.5,3575.5,39109.0,24192.0,12000.0,0.0,1
400166796109,0,1,2,2,0,0,0,0,0,149333.33333333334,59868.37414046102,117333.33333333333,34412.53001774532,4000.0,3535.5339059327375,1
400166874556,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166934318,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166940071,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400166961821,0,2,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167009941,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167021465,0,2,2,1,0,0,0,0,1,20000.0,0.0,25000.0,0.0,9000.0,0.0,1
400167030416,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167042118,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167045072,0,2,1,1,0,0,0,0,0,11790.0,0.0,210.0,0.0,9500.0,0.0,1
400167051929,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167093718,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167099884,0,2,3,2,0,0,0,0,0,32638.166666666668,5950.965367531184,60695.166666666664,22023.33585401832,3541.8333333333335,4947.254201967885,1
400167120089,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167120804,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167132787,0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167135062,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167141960,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167168637,0,1,6,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167171401,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167180412,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167204869,0,1,2,1,0,0,0,0,0,101807.0,87371.07322792825,10693.0,9214.143313406841,5264.0,3104.688068067386,1
400167213332,0,1,7,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167243009,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167276933,0,1,3,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400167294082,0,3,4,1,0,0,0,0,0,68300.0,23758.787847867996,18366.666666666668,1932.75853524323,2300.0,1626.3455967290593,1
400167294211,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167315915,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167318771,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167324150,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167351126,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167372775,0,1,1,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400167387821,0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167396877,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167402282,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167411448,0,1,5,5,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
400167426486,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167444600,0,1,3,3,0,0,0,0,1,11500.0,0.0,27400.0,0.0,8000.0,0.0,1
400167447249,0,1,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167504060,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167510093,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167516311,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167528097,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167558864,0,2,3,2,0,0,0,0,1,108622.63157894737,131530.1638745435,45960.52631578947,100054.21106757362,41245.63157894737,25897.185913390036,1
400167564184,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167567321,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,2
400167567963,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167579099,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167588186,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167615381,0,2,4,1,0,0,0,0,0,56000.0,25729.360660537215,53666.666666666664,38904.44133457715,73333.33333333333,235.70226039551412,1
400167651291,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167663170,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167681605,0,2,1,1,0,0,0,0,0,179000.0,0.0,121000.0,0.0,18900.0,0.0,1
400167699115,0,1,1,1,0,0,0,0,0,2602000.0,0.0,1477000.0,0.0,30173.0,0.0,1
400167711219,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167774194,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167777115,0,1,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167795213,0,2,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167819672,0,1,6,1,0,0,0,0,1,32741.5,24058.5,17158.5,15041.5,7450.0,550.0,1
400167843604,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167849684,0,1,4,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
400167858692,0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167870276,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167876738,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167879579,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167882478,0,2,3,1,0,0,0,0,1,74161.28571428571,39759.946014314766,23103.0,37205.16991341008,5131.428571428572,2642.441666183697,1
400167882713,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167888943,0,2,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167909116,0,2,1,1,0,0,0,0,0,199000.0,0.0,26000.0,0.0,15000.0,0.0,1
400167909304,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167912978,0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167930316,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167930624,0,1,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400167948890,0,2,4,2,0,0,0,0,1,87771.0,63427.17653340719,49654.0,22519.57255366984,18000.0,5196.152422706632,1
400167954714,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167957934,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167963256,0,1,8,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167993979,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400167999584,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168005664,0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168059283,0,2,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168068699,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168152483,0,1,1,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400168173427,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168194903,0,1,1,1,0,1,0,0,0,25000.0,0.0,155000.0,0.0,25250.0,0.0,1
400168212689,0,1,3,1,0,0,0,0,1,15140.8,9244.362312241987,29659.2,30883.165552773247,8060.0,3151.2537187602015,1
400168248471,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168284880,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168290955,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168293349,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168341368,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168389039,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168410442,0,1,2,1,0,0,0,0,1,208163.5,103373.20196622527,38836.5,22853.399851006852,23687.5,13494.645929034226,1
400168416363,0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400168422344,0,1,3,2,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
400168455797,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168497067,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168542314,0,1,2,2,0,0,0,0,0,40722.0,0.0,94278.0,0.0,2667.0,0.0,1
400168548039,0,1,3,2,0,0,0,0,1,14082.5,8020.032340957236,27542.5,22706.627198903847,9250.0,5528.336096873995,1
400168548286,0,1,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
400168572359,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168596755,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168602999,0,1,2,1,0,0,0,0,0,86500.0,53500.0,36000.0,6000.0,1750.0,1750.0,1
400168623005,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168638835,0,2,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168656784,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168659952,0,2,3,2,0,0,0,0,0,61012.333333333336,45041.1724561231,70637.66666666667,106282.23471597793,24000.0,0.0,1
400168662795,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168692586,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168695962,0,1,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168707487,0,1,6,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168713391,0,0,2,1,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
400168719332,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168731330,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168761328,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168770070,0,1,2,1,0,0,0,0,1,89000.0,31000.0,121000.0,59000.0,8000.0,0.0,1
400168803625,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168854561,0,2,5,2,0,0,0,0,0,189520.5,95208.55980819161,82729.5,30189.72690750945,1625.0,2814.5825622994253,1
400168893013,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168905816,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168911463,0,2,2,2,0,0,0,0,1,80877.4,57859.73624412749,9602.8,11774.081338261596,2180.0,2823.0479981750223,1
400168920879,0,1,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400168926100,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400169025919,0,1,5,2,0,1,0,0,0,16415.0,12892.385995876273,90216.66666666667,58255.705490726155,4966.666666666667,3540.5586502069914,1
400169043773,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400169085142,0,2,1,1,0,0,0,0,1,34688.0,5954.339146090577,65312.0,16519.911864171674,16000.0,6531.972647421808,1
400169211484,0,2,1,1,0,1,0,0,0,38054.75,15678.034082355478,40820.25,29515.83372001374,6700.0,4600.543446159378,1
400169223726,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400169250230,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400169250256,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400169259404,0,2,2,1,0,0,0,0,0,73755.0,0.0,47445.0,0.0,19000.0,0.0,1
400169268301,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
400169274214,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
